alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1721756617.7636,anonymous,6673.1035805392,1710674917.58,"AS63885 PT Inovasi Tjaraka Buana",MYNET-AS-ID,Bandung,Asia,AS,Indonesia,ID,,false,MYNET,-6.9217,107.6071,false,,true,"West Java",success,Asia/Jakarta,,1721732313,1721756617.7636,8080,http,http://103.194.172.130:8080,false,972.7087020874,9490,179255,5.0279477602056,103.194.172.130
true,1721756617.6493,transparent,6194.8571435441,1710586789.4629,"AS270062 FIBERNET TV SAS","FIBERNET TV SAS",Neiva,"South America",SA,Colombia,CO,,false,"Fibernet TV SAS",2.9208,-75.283,false,"FIBERNET TV",false,"Huila Department",success,America/Bogota,410001,1721642757,1721756617.6493,999,http,http://131.100.51.161:999,false,4513.7922763824,14810,174185,7.8361861424905,131.100.51.161
true,1721756617.5903,elite,10456.183414866,1716450250.6515,"AS12876 SCALEWAY S.A.S.",AS12876,Paris,Europe,EU,France,FR,,true,"Online S.A.S.",48.8714,2.32141,false,ONLINE,true,Île-de-France,success,Europe/Paris,75008,1721372664,1721756617.5903,23244,socks4,socks4://195.154.43.86:23244,true,3896.2938785553,281,33667,0.82773653823495,195.154.43.86
true,1721756617.4593,elite,3325.9023787258,1715174956.0483,"AS135139 Skylink Fibernet Private Limited",SKYNTPL-AS-AP,Coimbatore,Asia,AS,India,IN,,false,"Skylink Leasedline Services",11.0215,76.9783,false,"Skylink Leasedline Services",false,"Tamil Nadu",success,Asia/Kolkata,641018,1721595996,1721756617.4593,80,http,http://103.133.221.251:80,false,3008.4731578827,57739,35269,62.079606055393,103.133.221.251
true,1721756617.3705,transparent,3712.1072275271,1721669720.4985,"AS36992 ETISALAT MISR",ETISALAT-MISR,Cairo,Africa,AF,Egypt,EG,,false,"Etisalat Misr Mobile BB",30.0588,31.2268,true,,false,"Cairo Governorate",success,Africa/Cairo,,1721669731,1721756617.3705,8080,http,http://41.65.176.237:8080,false,4390.3563022614,643,1310,32.923707117256,41.65.176.237
true,1721756617.2623,elite,6631.1914558766,1710702429.5019,"AS13489 EPM Telecomunicaciones S.A. E.S.P.","EPM Telecomunicaciones S.A. E.S.P.",Bucaramanga,"South America",SA,Colombia,CO,,false,"EPM Telecomunicaciones S.A. E.S.P.",7.1224,-73.1222,false,"EPM Telecomunicaciones S.A. E.S.P",false,"Santander Department",success,America/Bogota,680011,1721648774,1721756617.2623,53281,http,http://181.129.183.19:53281,false,2678.6577701569,21213,171091,11.030971794658,181.129.183.19
true,1721756617.2138,elite,3044.6946437522,1710728536.4207,"AS14670 WHG Hosting Services Ltd",WHG-USE1,Buffalo,"North America",NA,"United States",US,,true,ipxo,42.8856,-78.8736,false,"OC1-HostForWeb, LLC",true,"New York",success,America/New_York,14205,1721181789,1721756617.2138,80,http,http://154.16.146.44:80,false,15002.687692642,73324,106867,40.692376422796,154.16.146.44
true,1721756617.1995,transparent,8557.6134005846,1716755423.8084,"AS137098 Delix Net Solution Pvt. Ltd",DNSPL-AS,"Navi Mumbai",Asia,AS,India,IN,,false,"Delix Net Solutions Pvt. Ltd",19.0565,73.0656,false,"Delix Net Solution Pvt. Ltd",true,Maharashtra,success,Asia/Kolkata,400703,1721595927,1721756617.1995,84,http,http://103.105.126.177:84,false,7610.8396053314,472,80386,0.58373939498875,103.105.126.177
true,1721756590.6433,elite,6496.7646828981,1713800470.7208,"AS212913 FOP Hornostay Mykhaylo Ivanovych",TIMEHOST-AS,Lviv,Europe,EU,Ukraine,UA,,false,"FOP Hornostay Mykhaylo Ivanovych",49.839,24.0191,false,"PE Gornostay Mikhailo Ivanovich",true,Lviv,success,Europe/Kyiv,79040,1721486879,1721756617.1954,3128,http,http://93.170.123.5:3128,false,8312.0577335358,7662,111574,6.4259116374249,93.170.123.5
true,1721756616.9323,transparent,5335.0510755421,1721625155.6104,"AS150936 PT RECONET SEMESTA INDONESIA",IDNIC-RECONET-ID,"Purwodadi Grobogan",Asia,AS,Indonesia,ID,,false,"PT RECONET SEMESTA INDONESIA",-7.0896,110.9233,false,"PT RECONET SEMESTA INDONESIA",true,"Central Java",success,Asia/Jakarta,,1721625156,1721756616.9323,8089,http,http://103.110.34.133:8089,false,1878.2522678375,422,2534,14.276048714479,103.110.34.133
true,1721756581.6565,elite,4454.2519958088,1715632889.6462,"AS44477 STARK INDUSTRIES SOLUTIONS LTD",STARK-INDUSTRIES,"Los Angeles","North America",NA,"United States",US,,false,"Stark Industries Solutions LTD",33.8697,-118.3693,false,"Stark Industries Solutions LTD",true,California,success,America/Los_Angeles,90278,1721731126,1721756616.6459,5678,http,http://85.209.153.175:5678,false,2643.9180374146,49107,60307,44.881824994973,85.209.153.175
true,1721756616.5797,transparent,5905.8222074107,1721459081.7314,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,Malang,Asia,AS,Indonesia,ID,,false,"PT. TELKOM INDONESIA",-7.9826,112.6308,false,,false,"East Java",success,Asia/Jakarta,,1721460019,1721756616.5797,8080,http,http://36.85.57.175:8080,false,1524.4250297546,996,5782,14.694600177043,36.85.57.175
true,1721756616.5247,elite,7975.6678381379,1714847173.6598,"AS51167 Contabo GmbH",CONTABO,Düsseldorf,Europe,EU,Germany,DE,,true,"Contabo GmbH",51.1878,6.8607,false,Contabo,true,"North Rhine-Westphalia",success,Europe/Berlin,40599,1721153224,1721756616.5247,9393,http,http://75.119.131.36:9393,false,11467.16427803,13213,118653,10.020020323662,75.119.131.36
true,1721755678.7383,elite,367.89703653575,1710577602.6157,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"DigitalOcean, LLC",50.1169,8.6837,false,"DigitalOcean, LLC",true,Hesse,success,Europe/Berlin,60341,1721634224,1721756616.3663,3128,http,http://161.35.70.249:3128,false,136.73710823059,107848,86410,55.517919467924,161.35.70.249
true,1721756616.3146,transparent,10616.601579139,1719811459.6413,"AS142352 PT. PRATAMA HASTA UTAMA SOLUSINDO",IDNIC-TAHTA-ID,Patokan,Asia,AS,Indonesia,ID,,false,"PT. PRATAMA HASTA UTAMA SOLUSINDO",-7.0225,113.8334,false,"PT Pratama Hasta Utama Solusindo",true,"East Java",success,Asia/Jakarta,,1721631356,1721756616.3146,3125,http,http://103.169.186.147:3125,false,17155.871629715,662,37314,1.7432062355172,103.169.186.147
true,1721756616.1684,transparent,6543.5584602934,1721746850.507,"AS138064 PT. Jinom Network Indonesia",JINOM-AS-ID,Gianyar,Asia,AS,Indonesia,ID,,false,"PT. Jinom Network Indonesia",-8.59554,115.272,false,,false,Bali,success,Asia/Makassar,,1721747002,1721756616.1684,8085,http,http://103.122.64.203:8085,false,738.66963386536,33,178,15.63981042654,103.122.64.203
true,1721756616.0706,elite,6636.5369369974,1710578015.4111,"AS30844 Liquid Telecommunications Ltd",LIQUID-AS,Kinshasa,Africa,AF,"DR Congo",CD,,false,"Liquid Telecommunications Ltd",-4.33,15.3104,false,"LIT DRC",false,"Kinshasa City",success,Africa/Kinshasa,,1721635304,1721756616.0706,8080,http,http://41.174.132.58:8080,false,2861.1905574799,15852,177228,8.2100683654444,41.174.132.58
true,1721756533.0799,elite,2444.4388391996,1715380822.4324,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1721595888,1721756616.0352,15271,http,http://67.43.227.227:15271,false,1638.0934715271,793,74446,1.0539746673932,67.43.227.227
true,1721756616.0131,transparent,8690.3929458227,1710545098.029,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"DigitalOcean, LLC",50.1169,8.6837,false,"DigitalOcean, LLC",true,Hesse,success,Europe/Berlin,60341,1721602242,1721756616.0131,3128,http,http://64.226.74.138:3128,false,9011.6455554962,15142,173984,8.0063026765225,64.226.74.138
true,1721756615.9802,elite,181.01582371433,1720134639.9328,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,"Hetzner Online GmbH",true,Uusimaa,success,Europe/Helsinki,00191,1721344320,1721756615.9802,80,http,http://65.109.220.163:80,false,184.63277816772,7655,27380,21.849578992436,65.109.220.163
true,1721756594.2407,elite,4433.0269144547,1715632533.0753,"AS44477 STARK INDUSTRIES SOLUTIONS LTD",STARK-INDUSTRIES,"Los Angeles","North America",NA,"United States",US,,false,"Stark Industries Solutions LTD",33.8697,-118.3693,false,"Stark Industries Solutions LTD",true,California,success,America/Los_Angeles,90278,1721730988,1721756615.9036,4444,http,http://85.209.153.173:4444,false,3417.4921512604,49424,60033,45.153804690426,85.209.153.173
true,1721751566.0073,elite,1030.9058537289,1721747429.3146,"AS7552 Viettel Group",VIETEL-AS-AP,"Bắc Giang",Asia,AS,Vietnam,VN,,false,VIETTEL,21.2749,106.1933,true,,false,"Bắc Giang Province",success,Asia/Bangkok,,1721747430,1721756615.8845,8888,http,http://117.7.107.222:8888,false,673.27857017517,196,4,98,117.7.107.222
true,1721753212.4016,elite,960.05278710722,1721258104.4811,"AS138421 China Unicom",CU-CN-AS,Shanghai,Asia,AS,China,CN,,false,"China Unicom",31.2304,121.4737,false,"Huawei Cloud Service",true,Shanghai,success,Asia/Shanghai,,1721258106,1721756615.8834,8000,http,http://122.9.183.228:8000,false,1312.6218318939,8032,2932,73.257935060197,122.9.183.228
true,1721756615.7753,transparent,5559.2473461607,1710578778.1767,"AS208320 AIRMAX LLC",airmax,Tbilisi,Asia,AS,Georgia,GE,,false,"Airmax LLC",41.6959,44.832,false,,false,Tbilisi,success,Asia/Tbilisi,,1721635857,1721756615.7753,8080,http,http://45.143.108.10:8080,false,1756.9537162781,4903,179233,2.6627058261285,45.143.108.10
true,1721756615.7389,transparent,5837.1071689304,1710576240.9393,"AS12389 PJSC Rostelecom",ROSTELECOM-AS,Monchegorsk,Europe,EU,Russia,RU,,false,"PJSC ""Rostelecom"" North-West region",67.9383,32.8652,false,"OJSC North-West Telecom",false,Murmansk,success,Europe/Moscow,184506,1721635448,1721756615.7389,8080,http,http://178.65.171.6:8080,false,1612.8697395325,15710,176912,8.1558700459968,178.65.171.6
true,1721756615.608,transparent,6261.469171486,1710565600.915,"AS8400 TELEKOM SRBIJA a.d.",TELEKOM-AS,Tovariševo,Europe,EU,Serbia,RS,,false,"TELEKOM SRBIJA a.d.",45.3554,19.3139,false,Smederevo,false,Vojvodina,success,Europe/Belgrade,,1721623441,1721756615.608,8080,http,http://195.178.56.35:8080,false,11653.927564621,3458,182598,1.8585802124092,195.178.56.35
true,1721756615.6056,elite,2991.510840947,1719251567.6752,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1721242652,1721756615.6056,2365,http,http://67.43.227.229:2365,false,1551.1703491211,167,26351,0.6297609171129,67.43.227.229
true,1721756615.4627,elite,4477.2030508627,1715632974.5068,"AS44477 STARK INDUSTRIES SOLUTIONS LTD",STARK-INDUSTRIES,"Los Angeles","North America",NA,"United States",US,,false,"Stark Industries Solutions LTD",33.8697,-118.3693,false,"Stark Industries Solutions LTD",true,California,success,America/Los_Angeles,90278,1721731182,1721756615.4627,8080,http,http://85.209.153.173:8080,false,1829.1280269623,47358,62131,43.253660185041,85.209.153.173
true,1721756552.6545,elite,3040.3039348397,1710729194.7538,"AS14670 WHG Hosting Services Ltd",WHG-USE1,Buffalo,"North America",NA,"United States",US,,true,ipxo,42.8856,-78.8736,false,"OC1-HostForWeb, LLC",true,"New York",success,America/New_York,14205,1721181945,1721756615.4611,80,http,http://154.16.146.43:80,false,14057.203531265,73025,107160,40.527790881594,154.16.146.43
true,1721756615.4575,elite,7060.4712379183,1710544615.0083,"AS4780 Digital United Inc.",SEEDNET,"New Taipei City",Asia,AS,Taiwan,TW,,false,"Digital United Inc.",24.9466,121.586,false,"Digital United Inc.",false,"New Taipei City",success,Asia/Taipei,,1721601993,1721756615.4575,60808,http,http://203.73.62.104:60808,false,2105.1094532013,6244,188177,3.2115872256598,203.73.62.104
true,1721756559.8882,transparent,6099.7369533119,1711112432.7931,"AS151006 PT Nesta Indo Media",IDNIC-NIMNET-AS-ID,"Gunung Kendil",Asia,AS,Indonesia,ID,,false,"PT Nesta Indo Media",-7.33167,110.404,false,"PT Nesta Indo Media",true,"Central Java",success,Asia/Jakarta,,1721652448,1721756615.3887,8085,http,http://103.217.224.27:8085,false,5245.0597286224,19299,163986,10.52950323267,103.217.224.27
true,1721756615.1887,transparent,6694.4222444961,1710692419.8538,"AS46023 PT Quantum Tera Network",QUANTUMNET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,"Quantum Dist POP KK",-6.2114,106.8446,false,,false,Jakarta,success,Asia/Jakarta,,1721749129,1721756615.1887,8080,http,http://175.106.11.172:8080,false,4015.6562328339,13964,163936,7.849353569421,175.106.11.172
true,1721756615.046,elite,3652.0212150755,1721228990.9901,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1721283731,1721756615.046,13313,socks4,socks4://67.43.228.253:13313,true,537.73188591003,21,6441,0.32497678737233,67.43.228.253
true,1721756588.1573,transparent,7983.7156971419,1710543769.7507,"AS51167 Contabo GmbH",CONTABO,Düsseldorf,Europe,EU,Germany,DE,,true,"Contabo GmbH",51.1878,6.8607,false,"Contabo GmbH",true,"North Rhine-Westphalia",success,Europe/Berlin,40599,1721601925,1721756614.9482,3128,http,http://75.119.129.192:3128,false,11719.362258911,16719,168888,9.0077421648968,75.119.129.192
true,1721756614.943,elite,4451.921250545,1715632073.7546,"AS44477 STARK INDUSTRIES SOLUTIONS LTD",STARK-INDUSTRIES,"Los Angeles","North America",NA,"United States",US,,false,"Stark Industries Solutions LTD",33.8697,-118.3693,false,"Stark Industries Solutions LTD",true,California,success,America/Los_Angeles,90278,1721731084,1721756614.943,8888,http,http://85.209.153.175:8888,false,1265.4175758362,49165,60301,44.913489119909,85.209.153.175
true,1721756614.8824,elite,4951.2736851519,1721444280.8938,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba.com LLC",36.7783,-119.418,false,ALICLOUD-US,true,California,success,America/Los_Angeles,,1721444719,1721756614.8824,8443,socks4,socks4://47.254.36.213:8443,true,3301.13530159,44,2367,1.8249688925757,47.254.36.213
true,1721756614.557,transparent,5364.7707497025,1710550989.8851,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,Semarang,Asia,AS,Indonesia,ID,,false,"PT. Telekomunikasi Indonesia",-6.9932,110.4215,false,,false,"Central Java",success,Asia/Jakarta,,1721608187,1721756614.557,8080,http,http://36.67.8.169:8080,false,5557.2192668915,18794,176215,9.6375039100759,36.67.8.169
true,1721756614.3297,transparent,4817.7539585535,1710577430.8234,"AS41704 JSC ""Ufanet""",OGS-AS,Ufa,Europe,EU,Russia,RU,,false,"JSC ""Ufanet""",54.741,55.9891,false,"JSC Ufanet",false,"Bashkortostan Republic",success,Asia/Yekaterinburg,,1721596057,1721756614.3297,8080,http,http://84.39.248.46:8080,false,2167.3049926758,8829,93444,8.6327769792614,84.39.248.46
true,1721755694.0276,elite,2240.5767741877,1710556921.6174,"AS63473 HostHatch, LLC",HOSTHATCH,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,HostHatch,22.3193,114.169,false,"HostHatch, LLC",true,Kowloon,success,Asia/Hong_Kong,96521,1721615631,1721756614.3001,8085,http,http://103.73.66.36:8085,false,691.24245643616,84819,110673,43.387453195016,103.73.66.36
true,1721756614.2994,elite,5240.8841745982,1720191421.138,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Hangzhou,Asia,AS,China,CN,,false,"CNC Group CHINA169 Zhejiang Province Network",30.2742,120.155,false,,false,Zhejiang,success,Asia/Shanghai,310000,1721402226,1721756614.2994,8118,http,http://123.154.187.158:8118,false,7168.125629425,4496,13363,25.174981801893,123.154.187.158
true,1721756614.2934,anonymous,7844.8631640588,1715967958.6249,"AS51167 Contabo GmbH",CONTABO,Düsseldorf,Europe,EU,Germany,DE,,true,"Contabo GmbH",51.1878,6.8607,false,"Contabo GmbH",true,"North Rhine-Westphalia",success,Europe/Berlin,40599,1721707969,1721756614.2934,8800,http,http://194.34.232.76:8800,false,3576.9104957581,6587,54108,10.852623774611,194.34.232.76
true,1721756614.2727,elite,2319.8472081658,1696986525.9516,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2613,-79.9335,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1721322906,1721756614.2727,15294,socks4,socks4://184.178.172.28:15294,true,787.13250160217,83071,77074,51.872365668613,184.178.172.28
true,1721755993.483,elite,1251.8891567415,1710634192.8267,"AS17621 China Unicom Shanghai network",CNCGROUP-SH,Yangpu,Asia,AS,China,CN,"Pudong Xinqu",false,"CNC Group CHINA169 Shanghai Province Network",31.2404,121.531,true,,true,Shanghai,success,Asia/Shanghai,,1721648825,1721756614.2249,9002,http,http://58.246.58.150:9002,false,843.49322319031,176686,16877,91.280874960607,58.246.58.150
true,1721756504.9007,transparent,6073.753507545,1710564031.4116,"AS138881 PT INDONESIA TRANS NETWORK",TRANSNET-AS-ID,"Bandar Lampung",Asia,AS,Indonesia,ID,,false,"PT INDONESIA TRANS NETWORK",-5.4291,105.2615,false,"CV Gisting Trans Network",false,Lampung,success,Asia/Jakarta,,1721361738,1721756614.1996,8080,http,http://103.59.45.89:8080,false,5449.1300582886,12840,122283,9.5024533203082,103.59.45.89
true,1721756614.1186,transparent,6084.5303828833,1710882099.3358,"AS50542 JSC ""ER-Telecom Holding""",VORONEZH-AS,Voronezh,Europe,EU,Russia,RU,,false,"JSC ""ER-Telecom Holding""",51.6518,39.2241,false,"CJSC ""ER-Telecom Holding"" Voronezh Branch",false,"Voronezh Oblast",success,Europe/Moscow,394000,1721648833,1721756614.1186,8080,http,http://188.235.6.236:8080,false,5509.5241069794,18584,157392,10.560530981497,188.235.6.236
true,1721718007.8929,elite,309.76681149408,1716491242.6293,"AS81 MCNC",NCREN,Huntersville,"North America",NA,"United States",US,,false,MCNC,35.401,-80.8688,false,MCNC,false,"North Carolina",success,America/New_York,28078,1721648781,1721756613.9254,9443,http,http://152.26.229.42:9443,false,234.8644733429,48300,1255,97.467460397538,152.26.229.42
true,1721756613.8757,elite,10254.685842734,1719150126.9811,"AS30722 Vodafone Italia S.p.A.",VODAFONE-IT-ASN,Termoli,Europe,EU,Italy,IT,,false,VODAFONE,41.999,15.0016,false,,false,Molise,success,Europe/Rome,86039,1721616735,1721756613.8757,80,socks4,socks4://37.183.76.161:80,true,693.26710700989,139,19449,0.70961813355115,37.183.76.161
true,1721756613.6633,elite,3213.2722675615,1720019989.2428,"AS141995 Contabo Asia Private Limited",CAPL-AS-AP,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",false,"Contabo Asia Private Limited",1.35208,103.82,false,"Contabo GmbH",true,"North West",success,Asia/Singapore,858877,1721229684,1721756613.6633,2456,http,http://185.227.134.152:2456,false,3688.3482933044,11915,25773,31.614837614095,185.227.134.152
true,1721756613.3427,transparent,6282.7949453803,1721747037.6881,"AS138109 PT. Rasi Bintang Perkasa",RASIBINTANG-AS-ID,Klaten,Asia,AS,Indonesia,ID,,false,"PT. Rasi Bintang Perkasa",-7.7049,110.6019,false,,false,"Central Java",success,Asia/Jakarta,,1721747513,1721756613.3427,3127,http,http://103.126.86.17:3127,false,9301.5577793121,34,164,17.171717171717,103.126.86.17
true,1721756362.7191,elite,3052.2906117414,1719791080.9268,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba.com LLC",36.7783,-119.418,false,ALICLOUD-US,true,California,success,America/Los_Angeles,,1721605537,1721756613.2038,8080,http,http://47.88.31.196:8080,false,2445.999622345,33440,12921,72.129591682664,47.88.31.196
true,1721756441.895,transparent,4550.4155862767,1710557847.5426,"AS16010 Magticom Ltd.",MagticomAS,Tbilisi,Asia,AS,Georgia,GE,,false,Corporate,41.6959,44.832,false,,false,Tbilisi,success,Asia/Tbilisi,,1721616860,1721756613.1747,8080,http,http://80.241.251.54:8080,false,3868.1206703186,40460,154795,20.721620445059,80.241.251.54
true,1721756613.1467,transparent,6527.4155481478,1721538614.735,"AS263238 Eliana Vanessa Morocho Oña","Eliana Vanessa Morocho Ona",Quito,"South America",SA,Ecuador,EC,,false,"Eliana Vanessa Morocho Oña",-0.2309,-78.5211,false,"Eliana Vanessa Morocho Oña",false,Pichincha,success,America/Guayaquil,,1721538635,1721756613.1467,8080,http,http://45.236.106.86:8080,false,2429.1965961456,712,4212,14.459788789602,45.236.106.86
true,1721756491.9454,transparent,4743.9994888157,1710573231.2656,"AS24529 PT. Infotama Lintas Global",INFOTAMA-AS-ID,Bekasi,Asia,AS,Indonesia,ID,,false,"PT. Infotama Lintas Global",-6.2352,106.9922,false,,false,"West Java",success,Asia/Jakarta,,1721458661,1721756613.1413,8080,http,http://103.217.217.190:8080,false,1093.4629440308,11592,54643,17.501321053824,103.217.217.190
true,1721756613.0222,elite,969.57960595965,1696966773.6419,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0549,-118.243,false,"Performive LLC",true,California,success,America/Los_Angeles,90009,1721421920,1721756613.0222,4145,socks4,socks4://142.54.236.97:4145,true,937.01982498169,102329,68182,60.013136982365,142.54.236.97
true,1721756612.2923,anonymous,5998.5908691939,1712310571.1513,"AS138130 PT PHATRIA INTI PERSADA",PHATRIASULUNG-AS-ID,Bekasi,Asia,AS,Indonesia,ID,,false,"PT PHATRIA INTI PERSADA",-6.2352,106.9922,false,,false,"West Java",success,Asia/Jakarta,,1721206813,1721756612.2923,8181,http,http://103.133.26.107:8181,false,3537.6861095428,10596,133054,7.3762617473025,103.133.26.107
true,1721756612.0095,elite,10970.650658726,1715421357.0487,"AS149368 PT Bentang Johar Awal",IDNIC-SAWARGA-AS-ID,Sukabumi,Asia,AS,Indonesia,ID,,false,"PT Bentang Johar Awal",-6.9214,106.9259,false,"PT Bentang Johar Awal",false,"West Java",success,Asia/Jakarta,,1721207215,1721756612.0095,8181,socks4,socks4://103.180.198.162:8181,true,10807.125329971,523,50770,1.0196323085021,103.180.198.162
true,1721756611.8983,transparent,4490.7051656103,1716326459.8215,"AS136093 PT Mitra Lintas Multimedia",FAZNET-AS-ID,Samarinda,Asia,AS,Indonesia,ID,,false,"PT Mitra Lintas Multimedia",-0.4931,117.1495,false,Faznet,false,"East Kalimantan",success,Asia/Makassar,,1721681576,1721756611.8983,8080,http,http://103.111.136.82:8080,false,9057.4989318848,10379,78656,11.657213455383,103.111.136.82
true,1721756611.895,transparent,6111.3631107803,1715965272.3989,"AS136290 Country Online Services PVT LTD",COUNTRYONLINE-AS-IN,Hyderabad,Asia,AS,India,IN,,false,"Country Online Services PVT LTD",17.3724,78.4378,false,"Country Online Services PVT LTD",false,Telangana,success,Asia/Kolkata,500002,1721235594,1721756611.895,83,http,http://103.48.68.6:83,false,7876.081943512,7918,100611,7.2957458375181,103.48.68.6
true,1721756611.6263,transparent,6143.9373640695,1716263288.4888,"AS151993 PT Wifian Global Nusantara",IDNIC-WGN-AS-ID,Karawang,Asia,AS,Indonesia,ID,,false,"PT Wifian Global Nusantara",-6.27868,107.429,true,"PT Wifian Global Nusantara",false,"West Java",success,Asia/Jakarta,,1721619679,1721756611.6263,8080,http,http://203.111.253.54:8080,false,5880.3327083588,7793,59535,11.57467918251,203.111.253.54
true,1721756611.3248,elite,9625.2504659422,1717016604.1159,"AS198605 AVAST Software s.r.o.",AVAST-AS-DC,"Les Bons Villers",Europe,EU,Belgium,BE,,false,"AVAST Software s.r.o.",50.533,4.4299,false,"Privax LTD",true,Wallonia,success,Europe/Brussels,6210,1721600484,1721756611.3248,33128,socks4,socks4://5.62.20.58:33128,true,4289.3016338348,264,32732,0.8000969814523,5.62.20.58
true,1721756611.2702,transparent,6444.1888858593,1710573954.4715,"AS132199 Globe Telecom Inc.",GLOBE-MOBILE-5TH-GEN-AS,"Tarlac City",Asia,AS,Philippines,PH,,false,"Globe Telecom",15.4805,120.6002,true,,false,"Central Luzon",success,Asia/Manila,2300,1721632003,1721756611.2702,8082,http,http://180.191.40.160:8082,false,8288.0802154541,13571,160750,7.7850631880267,180.191.40.160
true,1721756506.7502,anonymous,3438.2277911842,1710540146.3241,"AS9340 INDO Internet, PT",INDONET-AS-AP,Jakarta,Asia,AS,Indonesia,ID,,false,"PT IndoInternet",-6.2114,106.8446,false,,true,Jakarta,success,Asia/Jakarta,,1721174686,1721756611.2546,80,http,http://117.54.114.33:80,false,7689.4798278809,14919,55199,21.276990216492,117.54.114.33
true,1721756611.2375,transparent,6439.1411605221,1718868449.1445,"AS141983 PT Rajeg Media Telekomunikasi",IDNIC-RAJEGNET-AS-ID,Tangerang,Asia,AS,Indonesia,ID,,false,"PT Rajeg Media Telekomunikasi",-6.177,106.6284,false,"PT Rajeg Media Telekomunikasi",false,Banten,success,Asia/Jakarta,,1721631776,1721756611.2375,1111,http,http://103.167.170.202:1111,false,7939.1982555389,5472,45383,10.76000393275,103.167.170.202
true,1721756411.8903,elite,2822.4429762226,1715801747.3429,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1721673284,1721756610.8958,29243,http,http://72.10.160.90:29243,false,1949.0871429443,348,58955,0.58681685580831,72.10.160.90
true,1721756610.5303,transparent,6205.843949708,1710633114.6375,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.475,12.365,false,Hetzner,true,Saxony,success,Europe/Berlin,08223,1721418935,1721756610.5303,9999,http,http://136.243.73.229:9999,false,10714.177370071,2021,129342,1.5384849615188,136.243.73.229
true,1721756610.3491,elite,3432.5834147837,1697061135.3646,"AS55828 Drik ICT Ltd",DRIK-BD,Dhaka,Asia,AS,Bangladesh,BD,Lalbagh,false,"Drik ICT Ltd",23.717,90.3811,false,Drik,true,"Dhaka Division",success,Asia/Dhaka,1000,1721257409,1721756610.3491,8010,socks4,socks4://121.200.60.198:8010,true,3419.3229675293,12969,115177,10.120487568867,121.200.60.198
true,1721756610.2035,transparent,6550.8714142968,1721746126.7599,"AS38482 Biznet ISP",BIZNET2-AS-ID,"Jakarta Pusat",Asia,AS,Indonesia,ID,,false,BIZNET,-6.20933,106.821,false,,false,Jakarta,success,Asia/Jakarta,,1721749293,1721756610.2035,8080,http,http://182.253.68.150:8080,false,7356.057882309,17,151,10.119047619048,182.253.68.150
