post_date,job_title,job_description,company,location,seniority,employement_type,job_functions,industry
2024-07-01,"Internal Programmes, Tunisia","Are you passionate about entrepreneurship and eager to make a meaningful impact this summer? We are seeking a dynamic and motivated Programs Intern to join our team in Tunis. As an intern, you will play a vital role in assisting with the day-to-day operations of our Programs Team and work on a very exciting project, the Green Growth and Jobs Accelerator Project (GGJAP), helping to shape the success of our SMEs community in Tunisia. This internship will provide you with valuable hands-on experience, networking opportunities, and exposure to the exciting world of entrepreneurship. Join us this summer and be a part of our mission to empower startups to achieve their full potential!Main Responsibilities:Support the Programs Team in day-to-day operations, including drafting the program operations calendarAssist in recruitment efforts for mentors and coachesHandle inquiries from new and current startups, providing them with valuable information and supportAssist in planning and executing major events, managing logistics, and RSVPsCollect feedback on training sessions, mentorship relationships, and internal events, contributing to continuous improvement effortsFollow up with startups on deliverables and milestones to ensure progressResearch entrepreneurship training and best practices, staying up-to-date with industry trendsCollaborate with team members to achieve program goals and objectivesParticipate in team meetings and contribute ideas for process improvement and innovationTake on additional tasks and responsibilities as assigned by the Programs TeamRequirementsCurrently pursuing a Bachelor's in Business, Marketing, or any related fieldExcellent communication skills, in French and English both written and verbalStrong organizational skills with attention to detailAbility to manage multiple tasks and work in a fast-paced environmentProactive and resourceful with a strong desire to learnPassionate about entrepreneurship and innovationAbility to work independently and collaboratively in a fast-paced, agile environmentFriendly and energetic attitude, with a willingness to learn and contribute to a positive team cultureBenefitsWhat's in it for you?Get the chance to work with high-potential growth startups and bright entrepreneurs from different backgroundsEngage in the buzzing startup community in the MENA regionWork in an environment supporting creativity and proactivity, and be part of a small dynamic teamFlexible working hoursPaid internship",Flat6Labs,"Tunis, Tunisia",Internship,Full-time,Other,Primary and Secondary Education and Non-profit Organizations
2024-07-01,Electric Engineer,"Nous recherchons un(e) électricien(ne) expérimenté(e) pour rejoindre notre équipe de maintenance à l'hôtel Marriott Sunrise Palace. Le candidat idéal possède une solide expérience dans les systèmes électriques, la maintenance et les réparations, de préférence dans un environnement hôtelier. Vous serez responsable de garantir le bon fonctionnement et la sécurité des systèmes électriques de l'hôtel, de répondre aux besoins des clients avec excellence et de maintenir les normes de sécurité les plus élevées.",Sunrise Palace Hôtel,"Délégation Djerba Houmet Souk, Médenine, Tunisia",Full-time,None,None,None
2024-07-01,"Commercial ""Distribution"" (H/F)","Description de l'entrepriseEdifis Groupest une entreprise leaderd'importation et de distribution d'équipements sanitaires. Nous sommes les représentants exclusifs de grandes entreprises européennes, dont notamment la marque suisse Geberit et lesmarques allemandes Hansgrohe et Axor enTunisie.Vous souhaitez donner à votre carrière de nouvelles perspectives, poursuivre des challenges permanents et intégrer une entreprise en plein développement ? Vous avez le sens commercial, de la persuasion, de la pugnacité, une capacité de négociation et d’écoute, un comportement orienté vers l'atteinte des objectifs: ce poste est fait pour vous.Ce que nous offrons : un environnement de travail caractérisé par des normes élevées et un enthousiasme pour ce que nous faisons. Nos employés bénéficient d'un environnement de travail positif avec beaucoup de créativité et de flexibilité. Nous promouvons leur performance avec des programmes de formation professionnelleet diverses perspectives de carrière., Description du posteRattaché(e) au DépartementCommercial, vous serezl’ambassadeur de notre société sur votre secteur géographique.Vous serez l’intermédiaire entre le siège et le terrain sur votre périmètre, à travers la diffusion de la stratégie et de la politique commerciale.Dans ce cadre, vous interviendrez sur :Le développement commercial des clients ;L’identification de nouveaux clients / prospects ;Le suivi et l’animation des affaires ;La participation et la préparation des réunions commerciales (prévisions de ventes). Vous aurez pour principalesmissionsde :Encadrer, motiver et gérer les responsables des différents distributeursde votre périmètre, afin d’optimiser les indicateurs de performances ;Établir des devis et des offres commerciales ;Veillerà l’application des différentes opérations commerciales ;Fidéliser vos clients par un suivi rigoureux de vos engagements et générer la meilleure satisfaction client ;Assurer un reporting administratif de vos actions auprès de nos services internes et donner des prévisions fiables de ventes et de suivi des clients. , QualificationsDe formationBac / Bac+2 en commerce, vous disposez d’une première expérience réussie sur une fonction similaire. Informations supplémentairesVous êtes organisé(e), structuré(e), méthodique et vous disposez de réelles capacités d’écoute et de communication ;Vous avez acquis le sens de la Relations Clients, une aisance relationnelle au téléphone et de bonnes aptitudes rédactionnelles ;Vous êtes également force de proposition pour développer des actions commerciales ;Vous êtes mobile.",Edifis Group,"La Marsa, Tunis, Tunisia",Mid-Senior level,Full-time,Sales and Business Development,Wholesale Building Materials
2023-07-01,Job offer: Cleaning Services Officer (M/F) – Aljustrel – Refa C-FSL - URGENTE,"Oferta de emprego: Funcionário de Serviços de Limpeza (M/F) – Aljustrel – Refª C-FSL - URGENTE:PSICOTEMPOS - Empresa de Trabalho Temporário, Lda.Descrição Do EmpregoFuncionário de Serviços de Limpeza (M/F) – Aljustrel – Refª C-FSL - URGENTE»PSICOTEMPOS - Empresa de Trabalho Temporário, Lda.»Ref: 7095844»6-12-2024»Beja»Limpezas / DomésticasDetalhe Da OfertaPrestigiada empresa de Comércio e Distribuição de Equipamento para Obras Públicas, Minas e Construção Civil, seleciona por nosso intermédio, para as suas instalações em ALJUSTREL:FUNCIONÁRIO DE SERVIÇOS DE LIMPEZA(M/F)Pretende-se Experiência comprovada; Facilidade de relacionamento; Responsável, pró-activo; Referências.Referência Da Oferta Integração numa empresa sólida, em forte expansão, formação contínua e remuneração compatível com a experiência demonstrada; Perspetivas de carreira e valorização profissional; Amplas regalias sociais em vigor na empresa; Contrato de trabalho direto com o cliente.Se reúne estes requisitos, Referência da oferta: detalhado para *** Candidatura Online ***com a indicação da Refª C-FSL.Consulte o nosso Facebook e clique “Gosto” para receber todas as novas ofertas de emprego:Siga-nos também no Linkedin em e veja as nossas novidades.PSICOTEMPOS, ETT. - Alvará nº 434 de 30 de Maio de 2003",Psicotempos,"Béja, Béja, Tunisia",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting
2024-07-01,Part-time Teacher of English,"We support peace and prosperity by building connections, understanding and trust between people in the UK and countries worldwide.We work directly with individuals to help them gain the skills, confidence and connections to transform their lives and shape a better world in partnership with the UK. We support them to build networks and explore creative ideas, to learn English, to get a high-quality education and to gain internationally recognised qualifications.Working with people in over 200 countries and territories, we are on the ground in more than 100 countries. In 2021–22 we reached 650 million people.What's it like to work at the British Council as a Teacher? Teacher's Success StoryRole Purpose:To promote and ensure quality teaching and effective learning of English.To support the wider aims of British Council and its cultural relations mission.To engage in continued professional development in order to keep up-to-date with developments in the field and to facilitate consistent provision of high quality teachingMain Accountabilities But Not Limited To The Following: Planning, preparing and delivering high quality English language teaching that meets the needs of different customer groups taking into account individual learning styles.Monitoring progress and provide regular feedback to help manage students’ performance throughout the course, and actively promote learner autonomy.Contributing to the development, evaluation, and improvement of English language courses, materials and related services.Ensuring teaching meets the standards expected in Teaching and Learning Reviews, the annual Academic Quality Plans and organisational expectations.Using technology during lessons when required.Finishing administrative tasks in a timely and accurate manner.Contributing to the development of lasting, mutually beneficial relationships by enhancing students’ understanding of the contemporary UK.Assisting in covering classes for colleagues.Actively engaging in professional development and performance management to ensure quality and high standards in teaching and learning and maintain British Council’s position at the forefront of best ELT practices.Supporting local marketing and promotional strategy and assist the teaching centre team in delivering excellent customer service. Ensuring safeguarding and other guidelines are applied and upheld in line with standards and policy for the following areas:Child protectionEquality, diversity and inclusionHealth and safetyQualification EssentialsCambridge CELTA or Trinity Certificate TESOLBachelor's degree (in any discipline)DesirablesCambridge DELTA or Trinity Diploma and or equivalentPostgraduate Certificate in Education or Bachelor of Education (PGCE) or Bachelor of Education (B.Ed). in primary or secondary.Teaching Young Learners Extension Certificate (TYLEC) or Certificate in English Language Teaching to Young Learners (CELTYL)MA (TESOL or another related subject)EssentialsWork Experience A minimum of 2 years post-certificate i.e. CELTA/Trinity certificate TESOL experience gained from teaching a variety of age groups and levels from young learners through to adults. For internal applicants, they should successfully completed the Teacher Support Program (TSP)Applicants should have experience in teaching two or more of the following age groups:Young learners aged 6 to 12 (600+ hours)Young learners aged 13 to 17 (600+hours)Adults aged 18+ 1800+ hours)DesirablesExperience teaching with British Council global products for adults and young learnersExperience teaching Business Communication Skills, ESP, IELTS preparation courses or A0/A1 level studentsRecent experience working in a teaching context similar to the British Council Experience collaborating and working with teams both virtually and in-person Salary & Benefits: Salary: 2287.5 TND/month GrossAnnual Leave allowances: You will be entitled to leave at the rate of 35 working days per annum earned based on a 5-day week, for each 12 months served at the British Council in TunisiaMedical allowance: You will be registered on the local health insurance scheme (COMAR), where you will be expected to make a contribution of 2.25% with the British Council contributing 6.75%.Inbound Flight (if recruited outside of Tunisia)- Economy flight for self, spouse, and dependents of 21 years or younger Settling-In allowance (if recruited outside of Tunisia)7% annual base salary for single10% annual base salary for accompaniedCapped at GBP8,000One-off payment with the first month's salarySettling-In Leave (if recruited outside of Tunisia) - Settling-in leave for 3 daysTemporary Accommodation (if recruited outside of Tunisia) - 2 weeks of temporary accommodationAdditional Information:Contract Length: 24 MonthsRenewable Period: 12 MonthsLocation – Tunis, TunisiaTeaching Hours - 18 fixed Hours/WeekWork Schedule - Monday- Friday / Tuesday- Saturday / Wednesday- Sunday (depending on the teaching requirement)Right to Work/Passport Requirement: Candidates are expected to have researched whether they have the right to live and work in the country in which the role is based. Given that our offices have different legal statuses depending on the work we do in those countries, we recommend that you contact HR in the country for additional information on the likelihood of securing a visa. Only at its discretion will the British Council provide support so please check first whether visa support is offered. Visa Support - Immigration and visa support given to employees with married dependents and their children for up to 5 years. Unmarried men/women with an accompanying partner will get visa supportWe are unable to employ teachers who are 58 years old or older due to the Tunisian retirement age.Closing date & time: Wednesday, 31 July 2024 (23:59 Indian Standard Time)A connected and trusted UK in a more connected and trusted world.Equality , Diversity, and Inclusion (EDI) StatementThe British Council is committed to policies and practices of equality, diversity and inclusion across everything we do. We support all staff to make sure their behaviour is consistent with this commitment. We want to address under representation and encourage applicants from under-represented groups, in particular, but not exclusively, on grounds of ethnicity and disability. All disabled applicants who meet the essential criteria are guaranteed an interview and we have Disability Confident Employer Status. We welcome discussions about specific requirements or adjustments to enable participation and engagement in our work and activities.The British Council is committed to safeguarding children, young people and adults who we work with.We believe that all children and adults everywhere in the world deserve to live in safe environments and have the right to be protected from all forms of abuse, maltreatment and exploitation as set out in article 19, UNCRC (United Nations Convention on the Rights of the Child) 1989.Appointment to positions where there is direct involvement with vulnerable groups will be dependent on thorough checks being completed; these will include qualification checks, reference checks, identity & criminal record checks in line with legal requirements and with the British Council’s Safeguarding policies for Adults and Children.If you have any problems with your application please email  askhr@britishcouncil.orgPlease note: Applications to this role can only be considered when made through the Apply section of our careers website. Our ‘ASK HR’ email is only to be used in case of a technical issue encountered when applying through the careers website. Emails with supporting statements and CV/Resumes sent to this email address will not be reviewed and will be deleted.",British Council,"Tunis, Tunis, Tunisia",Not Applicable,Full-time,Education and Training,Non-profit Organizations and Education Administration Programs
2024-07-01,Writer - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,Tunisia,Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
2024-07-01,Content writer - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Kairouan, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
2024-07-01,Tunisia Inland Agent,"At Maersk, we have big plans. Our aspiration is to become the global expert in integrated logistics, offering a truly end-to-end service that makes daily trade simpler and easier than ever.As a key member of our frontline team, you'll be supported by leading-edge technology and innovative solutions that will help you to meet the diverse needs of our clients. Join us and be part of a dynamic environment where your skills and expertise will be valued and rewarded. Go big, join Maersk!We OfferWe offer you an exciting global career at the forefront of world trade. And thanks to our global scale, you will be well-positioned to explore opportunities at Maersk around the world. The many other highlights include the most modern talent development initiatives and competitive benefits. We are proud of our people who define our company’s industry leadership, global team culture and customer-centric focus every day. Additionally we offer :Diverse local and international career opportunitiesA dynamic team and work environmentAn open, modern and value-based company cultureExtensive options for learning and personal developmentAn attractive compensation package including an annual bonus based on the company’s performanceKey Responsibilities: Ensures that all store door import/export requirements are maintained to ensure the timely departure of import/export cargo as per service delivery requirements.Reports daily store door movements, service failure issues and other challenges to supervisor.Improves Inland Operations' processes.Coordinates with rail, truck, line and terminal operations to ensure movement of containers as planned.Maintains data integrity through accurate inputs/updates to all related systems.Implements methods and measures to drive intermodal, positioning and storage costs down.Recovers equipment, maintenance and repair costs.Who are we looking for : Minimum 2 years of experience in Inland & Road transportation & Customer experience or Dispatcher positions; industry experience is a plusExcellent communication skills, ability to focus on detail and to work independentlyMicrosoft Office proficiencyEnglish language fluencyMaersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing accommodationrequests@maersk.com.",A.P. Moller - Maersk,"Tunis, Tunisia",Not Applicable,Full-time,Sales and Business Development,"Transportation, Logistics, Supply Chain and Storage"
2024-07-01,Writer - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Monastir, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
2024-02-01,Job offer: Agricultural Workers (m/f) - Brejón,"Oferta de emprego: Trabalhador Agrícola (m/f) - Brejão:iman portugalDescrição Do EmpregoOferta de emprego:Trabalhador Agrícola (m/f) - Brejão»IMAN PORTUGAL»22-5-2024»Ref: 7420909»Beja»Agricultura / Florestas / PescasDetalhe Da OfertaO Grupo IMAN, fornecedor de serviços globais na área de emprego (trabalho temporário e recrutamento e seleção) e prestação de serviços de recursos humanos (outsourcing), presente em Espanha, França e Portugal com o total de 103 escritórios, está a recrutar para prestigiada empresa produtora de hortícolas no Brejão (Odemira) :Trabalhador Agrícola - (m/f)Função realizar as diversas funções inerentes à plantação, monda e colheita de hortícolas colaborar nas atividades de rega e manutenção das culturas selecionar e embalar os produtosRequisitos gosto pelo trabalho no campo experiência profisisonal em trabalho agrícola boa condição física disponibilidade imediataCondições contrato de trabalho temporário remuneração compatível com a função transporte gratuitoCandidaturas através da página de recrutamento ou para o e-mail *** Candidatura Online ***(escreva ""Brejão"" no assunto)Todas as candidaturas serão tratadas com confidencialidade ao abrigo da Lei de Proteção de Dados.Alvará nº 776/15, concedido pelo IEFPCompetênciasMais Ofertas de Emprego Semelhantes:",IMAN PORTUGAL,"Béja, Béja, Tunisia",Entry level,Full-time,Management and Manufacturing,Human Resources Services
2024-05-01,Country Procurement and RCM Manager H/F,"Vidal Associates Consulting and Search, acteur de référence dans le recrutement par approche directe de cadres spécialistes et de dirigeants en France et à l'international, recrute pour son client un(e) Country Procurement and RCM Manager H/F, poste basé à Tunis (Tunisie).Notre client est un groupe bancaire international fondé en 1930, originaire du Moyen-Orient, qui occupe une position de premier plan dans de nombreux marchés et centres financiers à travers les cinq continents. Son objectif principal est de contribuer au développement économique et financier en offrant des services diversifiés et de haute qualité.Proposant une vaste gamme de produits et services financiers, ses domaines d'activité principaux englobent les services bancaires pour les particuliers, les professionnels et les entreprises.Dans le cadre de la croissance de ses activités en Tunisie, notre client recrute un(e) :Country Procurement and RCM Manager H/FPoste basé à Tunis (Tunisie)Vos Principales Missions Seront De Gérer l'exécution des transactions d'achat quotidiennes, des loyers, des renouvellements de contrats, des actifs saisis, de l'entretien et des mises à niveau, des véhicules et d'autres services externalisés ; Gérer l'élaboration et la mise en oeuvre de plans de stratégies d'achat à court et à long terme ; Maintenir un stock stratégique d'articles qui couvrent les besoins de la Banque pour une durée raisonnable ; Gérer les travaux de maintenance et assurer la continuité et le bon fonctionnement des services publics, des infrastructures et des systèmes de sécurité de la Banque et de l'énergie ; Surveiller la performance des services fournis pour les fonctions externalisées telles que l'entretien des bâtiments, les fournitures, la sécurité, le nettoyage, etc... Gérer les projets d'approvisionnement et de RCM pour soutenir et répondre aux besoins des départements et fonctions concernés ; S'assurer que les exigences relatives aux consommables, à la maintenance sont satisfaite dans les délais.De Formation Ecole de Commerce/Ingénieur.Vous avez une expérience confirmée dans un poste similaire dans la Logistique.Vous avez une bonne capacité de communication, à l'oral comme à l'écrit en Français et en Anglais.L'écoute, la capacité de négociation, la curiosité, l'ouverture d'esprit et la résilience sont vos atouts pour réussir dans ce poste.Afin d'étudier votre candidature avec attention, nous vous remercions de l'adresser à VIDAL ASSOCIATES Consulting & Search, en déposant votre dossier sous la référence « Vt15213F » sur notre site www.talentup.com ou par email à vt15213f-145@talentup.net",Talentup,"Tunis, Tunis, Tunisia",Mid-Senior level,Full-time,Purchasing and Supply Chain,Human Resources Services
2024-06-01,Creative Assistant,"Our client is a leading marketing agency specializing in serving tech-ed businesses. With a focus on delivering innovative and results-driven marketing solutions, they help clients enhance their online presence, drive traffic, and generate leads.We are seeking a talented and creative Creative Assistant who specializes in creating and editing videos and image posts for organic social media. The ideal candidate will have experience using Canva to produce engaging and visually appealing content. Our client is a marketing agency serving tech-ed businesses, and this role will play a crucial role in enhancing their online presence and driving engagement.Responsibilities:Video and Image Creation:Create captivating video and image content tailored for various social media platforms, including but not limited to Instagram, Facebook, Twitter, and LinkedIn. Develop visually stunning graphics, animations, and videos that align with client branding and messaging. Canva Expertise:Utilize proficiency in Canva to edit and enhance video and image content, incorporating effects, filters, and text overlays to optimize engagement. Stay updated on new features and functionalities of Canva to leverage their full potential in content creation. Content Strategy Alignment:Collaborate with the marketing team to align content creation with overall social media and marketing strategies. Ensure that all content meets brand guidelines and resonates with the target audience of tech-ed businesses. Engagement Optimization:Monitor social media performance metrics and analyze audience engagement to optimize content strategy and maximize reach and interaction. Experiment with different formats, styles, and content types to identify trends and opportunities for increased engagement. Client Collaboration:Work closely with clients to understand their objectives, preferences, and feedback, ensuring that content meets their expectations and drives desired outcomes. Provide regular updates and reports on content performance and recommendations for improvement. Qualifications:Proven experience in creating and editing videos and images for organic social media, with a strong portfolio showcasing previous work. Proficiency in Canva with the ability to produce high-quality content efficiently. Knowledge of social media platforms and trends, with a keen understanding of what drives engagement and interaction. Excellent creative skills with a strong eye for design and aesthetics. Strong communication and collaboration skills, with the ability to work effectively in a team environment and with clients. Experience working with tech-ed businesses or within a marketing agency environment is a plus. If you are passionate about creating compelling social media content and thrive in a fast-paced, dynamic environment, we invite you to join our client's team and contribute to their success.Application Process:To be considered for this role these steps need to be followed:Fill in the application formRecord a video showcasing your skill sets",Project Growth,"Tunis, Tunisia",Entry level,Contract,"Design, Art/Creative, and Information Technology",Marketing Services
2024-07-01,Writer - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Sfax, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
2024-02-01,Offer: Private Security Watcher(s) - Beja,"Oferta: Formador(a) Vigilante de Segurança Privada - Beja:Densisfor ConsultingDescrição Do EmpregoFormador(a) Vigilante de Segurança Privada - Beja»DensisFor Consulting»Ref: 7250794»27-12-2024»Beja»Educação / FormaçãoDetalhe Da OfertaA Densisfor Consulting, Lda., é uma Entidade Formadora Especializada na Área da Segurança Privada, em Portugal.Somos entidade autorizada pela DNPSP ( Autorização nº12).Referência da oferta: Formadores para as seguintes Especialidades: Vigilante Segurança-porteiro Assistente de recinto de espetáculos Assistente de recinto desportivo Assistente de Portos e Aeroportos - Vertente Portuária Fiscal de Exploração de Transportes PúblicosReferência Da Oferta Formação adequada; Experiência profissional e formativa na área; CAP/CCP (obrigatório);Enviar candidatura para *** Candidatura Online *** Venha fazer parte da nossa Equipa!",Densisfor Consulting,"Béja, Béja, Tunisia",Entry level,Full-time,Education and Training,Business Consulting and Services
