post_date,job_title,job_description,company,location,seniority,employement_type,job_functions,industry
1 month ago,Email Marketing Specialist,"Our client is a sophisticated digital marketing agency known for its deep expertise in driving growth through targeted advertising campaigns and they’re actively seeking an Email Marketing Specialist to enrich their team.This role is integral for someone with extensive experience in Klaviyo, tasked with crafting pipelines, workflows, automations, and spearheading email campaigns that captivate and convert.The successful candidate will be adept at list management, including downloading and importing lead lists into Klaviyo, and possess a keen analytical eye to monitor campaigns and drive improvements based on performance data. With conversion rate identified as the primary KPI, this position demands a proactive, data-driven approach to email marketing strategies.Location: Fully-Remote (Work from Home), 8 AM - 4 PM PSTKey Responsibilities:Campaign Development: Utilize Klaviyo and Figma to develop and launch engaging email campaigns that drive conversions. Workflow and Automation: Create effective pipelines, workflows, and automations that enhance the email marketing strategy. List Management: Efficiently manage lead lists, including importing data into Klaviyo, to ensure targeted and successful campaigns. Performance Analysis: Closely monitor all email campaigns, analyzing performance data to identify and implement strategic improvements. Conversion Rate Optimization: Focus on optimizing email campaigns to achieve and surpass set conversion rate goals. What Success Looks Like:Elevated conversion rates resulting from meticulously crafted and executed email campaigns. Effective management and optimization of email lists, leading to higher engagement and conversion. Continuous improvement in campaign performance, driven by data-informed decisions and strategic adjustments. Qualifications:Proven experience with Klaviyo and Figma or other design tools, demonstrating expertise in executing comprehensive email marketing campaigns. Strong background in creating and managing email workflows, automations, and list management. Exceptional analytical skills, with the ability to translate campaign data into actionable insights for performance enhancement. Focused on achieving high conversion rates, with a track record of optimizing email marketing strategies to meet and exceed KPIs. If you're passionate about leveraging email marketing to create impactful narratives and drive measurable results, this role offers a unique opportunity to contribute to a team that's shaping the future of digital marketing. We invite you to apply and help us continue our legacy of delivering outstanding digital marketing solutions.Application Process:To be considered for this role these steps need to be followed:Fill in the application formRecord a video showcasing your skill sets",Project Growth,"Tunis, Tunisia",Entry level,Contract,Marketing and Sales,Marketing Services
2 weeks ago,Développeur SIG | Python,"Who are we?Amaris Consulting est une société indépendante de conseil et de technologies au service des entreprises. Avec plus de 1000 clients dans le monde, nous déployons des solutions pour les plus grands projets depuis plus d'une décennie - tout ceci est rendu possible par une équipe internationale de 7 600 talents répartis sur les 5 continents et dans plus de 60 pays. Nos solutions sont axées sur quatre domaines d'activité différents : Les systèmes d'information et le digital, la télécommunication, les sciences de la vie et l'ingénierie. Nous cherchons à créer et à développer une communauté de talents où tous les membres de notre équipe peuvent réaliser leur plein potentiel. Amaris est votre « stepping stone » pour traverser les rivières du changement, pour relever les défis et pour réaliser tous vos projets avec succès.Chez Amaris, Nous Avons à Cœur D'offrir à Nos Candidats La Meilleure Expérience De Recrutement Possible. Nous Cherchons à Mieux Connaître Et Comprendre Nos Candidats, à Les Challenger Et à Leur Faire Part De Nos Impressions Le Plus Rapidement Possible. Voici à Quoi Ressemble Notre Processus De RecrutementPremier contact : Notre processus commence généralement par une brève conversation virtuelle/téléphonique pour en savoir plus sur vous ! L'objectif ? Apprendre à vous connaître, comprendre vos motivations et veiller à ce que nous vous proposions le poste qui vous correspond le mieux !Entretiens (en moyenne, le nombre d'entretiens est de 3 – il peut toutefois varier en fonction du niveau d'ancienneté requis pour le poste). Au cours des entretiens, vous rencontrerez les membres de notre équipe : votre supérieur hiérarchique bien sûr, mais aussi d'autres personnes avec lesquelles vous serez amené à travailler. Ces entretiens nous permettront d'en apprendre davantage sur vous, votre expérience et vos compétences, mais aussi sur le poste et ce que l'on attendra de vous. Bien entendu, vous apprendrez également à connaître Amaris : notre culture, notre histoire, nos équipes et vos opportunités de carrière !Étude de cas: En fonction du poste, vous serez peut-être appelé à passer un test. Il pourra s'agir d'un jeu de rôle, d'une évaluation technique, d'un scénario de résolution de problème, etc.Comme vous le savez, chaque personne est différente et il en va de même pour chaque rôle dans une entreprise. C'est pourquoi nous devons nous adapter en conséquence, si bien que le processus peut parfois être quelque peu différent pour chacun. Cela dit, nous nous mettons toujours à la place du candidat pour lui offrir la meilleure expérience possible. Nous avons hâte de vous rencontrer !Job DescriptionAmaris Consulting cherche à recruter un Développeur SIG | Python pour l'extension de ses équipes à Tunis.ResponsabilitésDévelopper et maintenir les outils applicatifs tels que des plugins pour QGIS, des Webapps ou des applications SIG pour répondre aux besoins techniques métier.Réaliser toutes les étapes de spécification, développement, documentation, tests et validation d'un logiciel SIG.Assurer l'assistance technique pour la manipulation correcte des données géospatiales.Collaborer étroitement avec le client et les métiers pour comprendre leurs exigences et élaborer les règles et la logique des algorithmes à appliquer.Profil RecherchéUne expérience de 4 ans exigé avec le développement SIG et Python. Maîtrise des logiciels SIG (QGIS / ArcGIS) et des technologies connexes (modèles, macro, plugins, 3D).Compétences avancées en Python (Pandas, Numpy, GeoPandas, GDAL, PyQGIS, ArcPy, PyQT, PyTest, Multiprocessing, Multithreading, Openpyxl).Bon niveau en utilisation des SIG APIs.Solides compétences en SQL et SGBD (PostgreSQL, PostGIS, PgAdmin, Oracle).Bonne maîtrise de la POO, des algorithmes et des structures de données.Compétences avancées en développement web (HTML, CSS, Bootstrap, JavaScript).Bon niveau en Ajax et JQuery.Connaissance de MapServer, GeoServers, et Apache.Compétences avancées en bibliothèques cartographiques (Leaflet, OpenLayers).Expérience avec les systèmes de contrôle de version (GIT & GitHub / GitLab).Excellentes compétences en communication écrite et orale en français.Capacité à gérer plusieurs projets simultanément et à respecter des délais serrés.Connaissance du secteur d’activité (Radio, Fibre) serait un plus.Aimant relever des défis au quotidien, vous savez travailler en autonomie et être force de proposition auprès de vos interlocuteurs afin d’apporter une valeur ajoutée à vos projets. Grâce à un management de proximité et une politique RH personnalisée, vous serez accompagné dans la construction de votre parcours au sein de l'entreprise. Vos qualités relationnelles seront des atouts importants pour réussir dans la fonction et évoluer au sein de notre groupe.Vous souhaitez intégrer une équipe dynamique et innovante ?Alors rejoignez-nous !",Amaris Consulting,"Tunis, Tunis, Tunisia",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
1 year ago,Product Manager,"Yassir is the leading super App in the Maghreb region set to changing the way daily services are provided. It currently operates in 45 cities across Algeria, Morocco and Tunisia with recent expansions into France, Canada and Sub-Saharan Africa. It is backed (:$200M in funding) by VCs from Silicon Valley, Europe and other parts of the world.We offer on-demand services such as ride-hailing and last-mile delivery. Building on this infrastructure, we are now introducing financial services to help our users pay, save and borrow digitally.Helping usher the continent into a digital economy era. We’re not just about serving people - we’re about creating a marketplace to bring people what they need while infusing social values.About The RoleWe are looking for an experienced product manager to join our Super App and Mobility Initiative. You will join the team that leads and owns the Product vision and roadmap for Yassir Super App products. If you possess unparalleled strategic thinking, big picture person, business acumen, you are obsessed with customer jobs-to-be-done, and you are detailed-oriented, then we are looking for you!TASKSWork with customers to understand jobs to be done and design user journeysDevelop user stories translating business requirements into specifications the design and tech team can act upon Own the product roadmap and oversee its execution while balancing requirements across products and countries Contribute to the company culture and be responsible for the success and personal growth of our product managers Contribute to the company's overall strategy working closely with the engineering, data, and operations teams Manage the different stakeholders across countries and products REQUIREMENTS+5 years experience as a product manager or in a similar senior-level positionmanagement skills, ideally experience managing remote teamsExperience in a rapidly growing company in the mobility, on-demand, or delivery space is a plusBSc/MSc in Engineering, Computer Science, Design or relevant fieldBENEFITSGreat compensation and bonuses including stock optionsGround floor opportunity with the team; shape the strategic direction of the companySharp, motivated co-workers in a fun office environment or in remote Paid company holidaysFull social coverageWHY YOU SHOULD JOIN YASSIRJoin one of the fastest-growing tech companies in North AfricaHave a lasting impact on our company's culture Make a real impact on the world by helping us bring affordable financial and on-demand services to millions of AfricansWork on some really hard technical challenges from identity infrastructure for Africans, digital payment networks to complex mapping and routing systems across the continentWe are the first Algerian startup to go through Y Combinator program and we’re backed by top investors including Unpopular Ventures, Rebel Fund and DainTree.VCAt Yassir, we believe in the power of diversity and the importance of an inclusive culture. So, if you're ready to bring your unique perspective and experiences to the table, then we're excited to listen.Don't just apply for a job, come and be a part of our journey. Let's create a better tomorrow together.We look forward to receiving your application!Best of luck,Your Yassir TA Team",Yassir,"Tunis, Tunisia",Not Applicable,Full-time,Product Management and Marketing,IT Services and IT Consulting
2 weeks ago,Creatives Creator Internship (Hybrid) – Opportunity for Full-Time Position,"Greetings!SIV is a dynamic and innovative IT company dedicated to creating cutting-edge solutions in the technology sectors. We are passionate about delivering top-notch products and services, and we are looking for talented individuals to join our growing team.Position Overview:As an Internship Creative Creator at SIV, you will play a crucial role in the game launch process. Your primary responsibility will be to create compelling promotional materials, including promo videos, screenshots, and other necessary creatives. You will work closely with our development and marketing teams to ensure our games are effectively presented and promoted across various platforms and stores.Key Responsibilities:Develop high-quality promo videos for game launches, highlighting key features and gameplay.Create visually appealing screenshots that capture the essence of our games.Design and produce all necessary creatives required for game store listings, including banners, icons, and other visual assets.Collaborate with the marketing team to develop and execute advertising campaigns for game promotions.Assist in the creation of engaging content for social media and other marketing channels.Stay updated with industry trends and incorporate best practices into creative processes.Provide support in other creative tasks as needed.Qualifications:Currently pursuing or recently completed a degree in Graphic Design, Multimedia, Marketing, or a related field.Proficiency in graphic design and video editing software (e.g., Adobe Creative Suite, Final Cut Pro, After Effects).Strong creative skills with a keen eye for detail and aesthetics.Ability to work independently and collaboratively in a fast-paced environment.Excellent communication and time management skills.Passion for gaming and understanding of game marketing trends.Experience with social media content creation is a plus.Preferred Qualifications:Experience with mobile game pipeline.Familiarity with version control systems (e.g., Git).Knowledge of 3D modeling and texturing.What We Offer:A supportive and collaborative work environment.Flexible hybrid work model (combination of on-site and remote work).Hands-on experience with real projects and industry-leading tools.Mentorship from experienced professionals.Potential for a full-time position upon successful completion of the internship.How to Apply:If you are enthusiastic about game development and eager to kickstart your career with a forward-thinking company, we would love to hear from you! Please submit your resume, a cover letter, and any relevant portfolio or project work to internship@siv.tn.Join us at SIV and take the first step towards an exciting career in game development!",Solutions Interactives Virtuelles,"Tunis, Tunis, Tunisia",Full-time,,,
1 month ago,Business Analyst Testeur SIRH,"Description de l'entrepriseSopra HR Software, filiale de Sopra Steria, offre des solutions RH complètes parfaitement adaptées aux besoins des Directions des Ressources Humaines et aux organisations de moyennes et grandes tailles, des secteurs public et privé.Spécialiste du pilotage des RH, de la paie et du talent management dans un contexte local et international, Sopra HR accompagne plus de 950 clients, en mode « on-premise » ou mode cloud.Partenaire de la réussite de la transformation digitale de ses clients vers la RH 3.0, Sopra HR, acteur global des Ressources Humaines, privilégie la Co-innovation, favorise les enjeux de performance RH et met en avant l’expérience collaborateur.Description du postePréparer les jeux de données et rédiger les cahiers de testsVeiller sur le respect et l’application de la méthodologie et des procédures de tests et de qualification (plan de tests, scenarios, etc.)Assurer l’exécution des tests fonctionnels et des tests de non-régressionCommuniquer sur les dysfonctionnements constatés et les anomalies détectées auprès de l’équipe « DEV » et des « Product Owners »Assurer la revue des anomalies et le suivi des correctifsAnimer les réunions de suivi de recette des sujets à tester et/ou à qualifierAssurer la communication par rapport à l’avancement sur les tests et la qualification auprès des équipes projetsAssurer un reporting régulier sur l’activité aux responsables concernésQualificationsVous êtes diplômé d’un Bac + 3 d’une école de sciences informatiques ou équivalenteVous avez une expérience d’au moins 3 ans en testing. Avoir une expérience de testing sur les SIRH est un plusVous avez une appétence pour les outils informatiques et maitrisez la logique de testsVous avez d’excellentes capacités de communication orale & écriteVous êtes doté d’un bon relationnel et vous aimez travailler en équipeVous avez le souci de l’excellence et êtes sensible à l’expérience utilisateurVous êtes reconnu pour votre rigueur, votre implication professionnelle et votre curiosité intellectuelleInformations complémentairesUne bonne expérience sur les processus de testing et de qualification est demandéeUne certification ISTQB est souhaitéeUne première expérience chez un éditeur ou un intégrateur des SIRH est souhaitéeUn très bon niveau d’anglais",Sopra HR Software,"Tunis, Tunis, Tunisia",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Human Resources Services
1 week ago,Senior Maintenance Technician,"AZUREX est une entreprise privée fondée en 1993 et spécialisée en teinture, lavage et délavage, traitements spéciaux, finissage, controle, repassage et conditionnement.Dans le cadre de renforcer son équipe Azurex recrute des techniciens supérieurs en maintenance Profil:· Titulaire d’un diplôme de technicien supérieur en maintenance industrielle· Une expérience confirmée dans un poste similaire.Le Technicien de maintenance a pour mission:· Veiller au bon fonctionnement des machines de production en les maintenant dans un état optimum.· Éviter les pannes en assurant un suivi régulier des machines et équipements.· Localiser et diagnostiquer rapidement une panne, un dysfonctionnement, une anomalie.· Se conformer avec rigueur aux normes de sécurité, et aux référentiels, notices et procédures de maintenance.Compétences demandés:-Connaissances techniques en maintenance industrielle.· Résister à la pression du travail et des demandeurs d’interventions ou de prestations.· Un très bon sens de communication et d’écoute.· Être organisé, rigoureux, méthodique et capable d’avoir un bon relationnel.Adresse : Route de Mahdia 5036 Menzel Monastir",AZUREX SARL,"Monastir, Monastir, Tunisia",Full-time,,,
1 week ago,Oferta: Servente (M/F) – Beja,"Oferta: Servente (M/F) – Beja:Job Impulse PortugalDescrição Do EmpregoServente (M/F) – Beja»Job Impulse Portugal»Ref: 7295831»12-12-2024»Beja»Construção CivilDetalhe Da OfertaA Job Impulse, empresa Multinacional de Recursos Humanos, encontra-se neste momento a recrutar para empresa Cliente:Servente (M/F) – BejaFunções Todas as tarefas inerentes à função.Referência Da Oferta Experiência na função; Sentido de responsabilidade e rigor; Carta de condução e viatura própria ( preferencial); Organização, dinamismo e bom relacionamento interpessoal.Os/As candidatos/as interessados/as Referência da oferta: o seu currículo atualizado, para o email *** Candidatura Online ***, indicando no campo do assunto do mail a referência/palavra: ""SERV_BEJA""Todas as candidaturas serão tratadas com confidencialidade ao abrigo da Lei de Protecção de Dados.Somente serão consideradas as candidaturas que reúnam o perfil solicitado. As restantes ficarão na nossa Base de Dados para futuras ofertas.",Job Impulse Portugal RH,"Béja, Béja, Tunisia",Entry level,Full-time,Other,Human Resources Services
1 week ago,.Net Developer,"At Eye Care Leaders, we're dedicated to equipping clinicians with innovative, secure technology, enabling them to focus on delivering life-changing care to every patient. By joining our team, you'll be at the heart of this mission, helping us continuously improve our offerings to enhance the experiences of both patients and practices.We are a remote-first company with no physical offices, allowing our employees the flexibility to work from anywhere. Every Eye Care Leaders employee is part of a global community, where a vital support network ensures everyone feels heard and valued. Our team is driven by core values: Customer Centricity, Excellence in Execution, and Teamwork.We believe that our work has a profound impact on society. Better eye care leads to a healthier, happier population, and our values keep us aligned with this larger vision.Job Description:We are seeking an experienced .NET Developer with 8 years of expertise to join our dynamic team. The ideal candidate will possess a problem-solving mindset, a strong background in working with cloud environments (preferably AWS), and the ability to lead the team through the process of upgrading legacy code. This role requires exceptional skills in development practices, object-oriented programming, and flexibility to adapt to the changing needs of projects.ResponsibilitiesLegacy Code Management:Evaluate and maintain legacy code, ensuring stability and performanceLead the team in upgrading legacy systems and implementing modern solutionsProvide clear guidance and support to the team throughout the transition processCloud Environment (AWS):Develop and deploy applications in AWS cloud environment. Utilize AWS services to optimize application performance and scalabilityEnsure best practices in cloud architecture and security are followed. Development Practices:Implement and advocate for best practices in testing, code review and technical designArchitect and design scalable, reliable, and maintainable solutionsEstablish and maintain CI/CD pipelines to streamline development and deployment processes. Object-Oriented Programming (OOP):Apply advanced OOP principles to design robust software solutionsEnsure code is modular, efficient, and maintainable. Mentor junior developers on OOP best practices and principlesAutomation and Efficiency:Identify opportunities to automate repetitive tasks to improve team efficiencyDevelop scripts and tools to streamline development workflowsContinuously seek ways to enhance productivity through automationTeam Collaboration and Leadership: Lead a team, providing guidance and directionMentor junior team members to foster their professional growthSet up team members for success by establishing clear goals and providing necessary supportWork collaboratively with cross-functional teams to deliver high-quality productsProvide technical leadership and mentorship to team membersAdapt to changing project requirements and provide innovative solutionsRequirementsMinimum of 5 years of experience in .NET developmentMinimum of one year of experience in a leadership role, demonstrating the ability to effectively lead and develop a teamProven track record of working with AWS cloud servicesDemonstrated ability to manage and upgrade legacy systemsStrong expertise in .NET framework and related technologiesProficient in AWS cloud services and architectureExceptional skills in development practices, including testing, code review and CI/CDAdvanced knowledge of object-oriented programming (OOP)Global Benefits at Eye Care LeadersWe believe that healthy and happy employees are more productive and better equipped to serve our customers. With this in mind, we offer a generous benefits package to all employees.From flexible schedules and paid time off to comprehensive health and retirement plans, our benefits are designed to support your well-being. Specific benefits vary by country and can be discussed with our HR team.Apply NowBecome a part of our mission to transform eye care and improve lives. Apply today and help us make a difference.",Stavreska Recruiting,Sousse Metropolitan Area,Not Applicable,Full-time,Engineering and Information Technology,Business Consulting and Services
5 days ago,Coordinateur marketing/ventes,"**Description de poste : Coordinatrice Marketing Événementiel****Sommaire du poste :**Nous recrutons pour l'un de nos clients une Coordonnatrice Marketing spécialisée dans la gestion d'événements, dotée d'un œil artistique et de solides compétences en management. Ce rôle clé implique la planification stratégique, la gestion créative et l'exécution efficace d'événements marquants pour renforcer la présence de la marque et stimuler l'engagement des parties prenantes.**Responsabilités :**1. **Planification stratégique d'événements :**   - Concevoir et mettre en œuvre des stratégies marketing événementielles alignées sur les objectifs de l'entreprise.   - Collaborer étroitement avec les équipes internes pour définir les objectifs, les budgets et les calendriers des événements.2. **Gestion de projet :**   - Superviser la planification détaillée et l'exécution des événements, en assurant la cohérence avec l'identité visuelle de la marque et les normes de qualité.   - Diriger une équipe multidisciplinaire pour atteindre les résultats souhaités dans les délais impartis.3. **Direction artistique :**   - Apporter une perspective artistique aux événements, en collaborant avec des designers et des créatifs pour développer des concepts visuels innovants.   - Garantir que tous les éléments visuels et les communications événementielles sont cohérents et attrayants.4. **Promotion et gestion des participants :**   - Développer des stratégies de promotion pour maximiser la participation et l'engagement des participants avant, pendant et après chaque événement.   - Gérer les inscriptions, la logistique des participants et assurer une expérience client optimale.**Exigences :**- Expérience avérée dans la gestion d'événements, avec une forte orientation artistique et une capacité démontrée à gérer des projets de grande envergure.- Compétences en leadership et capacité à diriger une équipe pour atteindre des objectifs communs.- Excellentes compétences en communication, en organisation et en gestion du temps.- Diplôme universitaire en marketing, en gestion d'événements ou dans un domaine connexe.**Qualités recherchées :**- Créativité et passion pour l'innovation dans la conception d'événements mémorables.- Capacité à travailler sous pression et à respecter les délais serrés.- Esprit d'équipe et aptitude à travailler efficacement avec divers départements.- Orientation résultats et capacité à atteindre les objectifs fixés.**Conditions de travail :**- Poste à temps plein, basé à Sfax- Rémunération compétitive.- Opportunités de développement professionnel et d'avancement au sein de l'entreprise cliente.**Comment postuler :**Si vous êtes passionnée par la création et la gestion d'événements, et que vous possédez les compétences requises pour ce poste de Coordinatrice Marketing Événementiel, veuillez soumettre votre CV.",Business Success,"Sfax, Sfax, Tunisia",Full-time,,,
3 months ago,SuccessFactors Team Lead Consultant,"About the Role:We are looking for a highly skilled and motivated SuccessFactors Team Lead Consultant to join our team at Müller's Solutions. As a Team Lead Consultant, you will be responsible for leading and overseeing the implementation projects of the SuccessFactors suite for our clients. You will collaborate with cross-functional teams and guide them in delivering successful and high-quality solutions that meet client requirements.Key Responsibilities:Lead and manage SuccessFactors implementation projects, ensuring project milestones are met and deliverables are of high qualityProvide guidance and mentorship to the project team, ensuring their training and development needs are metCollaborate with clients to understand their business requirements and translate them into effective SuccessFactors solutionsOversee the configuration, customization, and integration of SuccessFactors modules to align with client requirementsWork closely with project managers, functional consultants, and technical teams to ensure successful project deliveryProvide ongoing support and issue resolution for SuccessFactors implementationsStay updated with the latest trends and developments in SuccessFactors and share knowledge with the team to drive continuous improvementRequirementsRequirements:Bachelor's degree in Human Resources, Business Administration, or related fieldMinimum of 6-8 years of experience implementing and leading SuccessFactors projectsStrong knowledge of at least two SuccessFactors modules, such as Employee Central, Performance & Goals, Compensation, etcExperience in managing or leading a team of consultantsExcellent project management and organizational skillsStrong analytical and problem-solving abilitiesExcellent verbal and written communication skillsAbility to build and maintain strong client relationshipsRelevant SuccessFactors certifications are highly desirable",Müller's Solutions,"Tunis, Tunisia",Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",Primary and Secondary Education and Non-profit Organizations
3 weeks ago,Gestionnaire  back office,"Depuis 1971, CAFPI est le leader français dans le domaine du courtage en crédits et en assurance. Notre mission est simple mais puissante : rendre le crédit accessible à tous dans les meilleures conditions possibles.Nous sommes fiers d'accompagner nos clients à chaque étape de leur projet, en leur assurant un service personnalisé et de qualité. CAFPI se distingue par son offre globale et son expertise permettant d’obtenir la meilleure solution de financement grâce à notre réseau de 100 partenaires en banque et en assurance.Depuis son acquisition par le fonds de Private Equity BlackFin Capital Partners en juillet 2021, notre entreprise s'est engagée dans une ambitieuse stratégie de croissance. Notre objectif est de devenir une véritable fintech leader sur tous les métiers : crédit immobilier, regroupement de crédits, assurance et placements.Fort de plus de 50 ans d'expérience, CAFPI a signé 32 000 dossiers de crédits et distribué près de 8 milliards d’euros de financement en 2023. Avec 350 collaborateurs à Paris et Bayonne, ainsi qu'un réseau de plus de 1000 entrepreneurs-courtiers indépendants répartis sur 230 agences, CAFPI offre un environnement dynamique et stimulant. Nos valeurs fondamentales - éthique, solidarité, engagement et esprit entrepreneurial - guident chacune de nos actions.CAFPI Tunisie est un pilier de nos ambitions, et cela se traduit par une phase de développement intense, avec des objectifs de croissance importants. Afin de renforcer nos équipes et de soutenir cette dynamique, nous sommes à la recherche d'un(e) gestionnaire back office.Descriptif du poste :​Suivi administratif des dossiers auprès des interlocuteurs concernés (clients/banques/notaires)​Connaissance des étapes clés du parcours client et des process internes​Avancement administratif des dossiers dans les outils de suivi​Accompagnement administratif des MIOB​Vérification de la complétude et de l’authenticité des documents complétant le dossier client​Classer les documents​Réaliser le montage des dossiers sur nos outils​Envoyer les dossiers en banque​Editer des confirmations de mandat​Passage du pré-encaissement​Encaisser les dossiers ​Accompagnement administratif de la déliaisonGestion des relances sur le suivi des déliaisons​Contrôle permanent​Profil recherché :-Issu(e) d'une formation Bac + 3 / Bac + 5 en finance/assurance.-Un très bon niveau en Français à l'oral comme à l'écrit.-Une expérience d'au moins un an dans un poste similaire est souhaitable.Pourquoi nous rejoindre ?-Un contrat CDI ou un contrat CIVP avec un package attractif (assurances groupe / tickets restaurants / des primes … )-Un climat organisationnel favorable à la croissance et une ambiance de travail conviviale.-De belles opportunités d'évolution de carrière.Chez CAFPI, nous combinons l'audace d'un pionnier avec la puissance d'un modèle tourné vers l'avenir. Si vous partagez notre ambition, rejoignez-nous !",CAFPI,"Tunis, Tunis, Tunisia",Associate,Full-time,Other,Financial Services
1 day ago,Vidéaste,"🚀 We Are Hiring! 🚀Are you a creative genius with a passion for storytelling through visuals? 🌟 Do you have an eye for design and a knack for bringing ideas to life? 🎥🖌️Business Studio is expanding, and we're looking for talented individuals to join our dynamic team Open Positions:Videographer and EditorWhat We Offer:A vibrant and collaborative work environmentOpportunities for professional growthThe chance to work on exciting projects with top-tier clientsCompetitive salary and benefitsRequirements:For Videographer and Editor: Proficiency in video shooting, editing software (like Adobe Premiere Pro, Final Cut Pro,Blender...), and a strong portfolio.How to Apply:Send your resume and portfolio to ""contact@businessstudio.com.tn"" Join us at Business Studio and help us create stunning visual stories that captivate and inspire! 🌟#Hiring #Videographer #Editor #GraphicDesigner #JoinOurTeam #CreativeCareers #BusinessStudio",Business studio,"El Aouina, Tunis, Tunisia",Full-time,,,
2 weeks ago,comptable junior,"Descriptif de poste : Collaborateur comptable juniorLieu : Tunis ou DjerbaMission générale Le collaborateur comptable junior garantit la conformité aux normes comptables et la gestion des opérations comptables des clients de l’entreprise.Le collaborateur comptable junior gère les déclarations fiscales des clients de son portefeuille et garantit la conformité aux normes fiscales.Activités principalesGestion de Portefeuille Clients :Gestion autonome d'un portefeuille clients varié.Rapports Financiers et Audit :Préparer et analyser les états financiers mensuels et annuels.Veille Réglementaire :Maintien d'une connaissance approfondie des évolutions réglementaires comptables et fiscales.Savoir-être attenduEthique professionnelleIntégritéCapacité à travailler de manière collaborativeProactif dans l'identification des opportunités d'amélioration des processus comptables, tout en maintenant une approche positive et motivante envers son équipeSens de la communicationCapacité à travailler sous pressionCompétences RecherchéesAdaptabilité : Capacité à s'adapter à un environnement financier en constante évolution. Capacité à travailler au sein de son équipe.Veille Réglementaire : Maintien d'une connaissance approfondie des évolutions réglementaires et des meilleures pratiques comptables.Qualifications et compétences requisesDiplôme en comptabilité, finance ou domaine connexe.Expérience professionnelle d'au moins 2 années en comptabilité.Maîtrise des logiciels comptables avancés.Compétences en communication Connaissance approfondie des normes comptables et fiscales.Capacité à travailler sous pression et à respecter les délais",DigitalCook,"Houmt Souk, Médenine, Tunisia",Full-time,,,
1 year ago,Associate,"Line of ServiceAssuranceIndustry/SectorNot ApplicableSpecialismAssuranceManagement LevelAssociateJob Description & SummaryA career in our Accounting Services Group practice, within Assurance Support services, will provide the opportunity to support our engagement teams and clients by providing advice and counsel on accounting, financial reporting, and strategic business issues. In joining, you’ll help ensure a complete and relevant exchange of information among our consultants and in turn with engagement teams and clients, provide experts advice on a variety of specific topics, support engagement teams in resolving complex issues, and supporting clients and their subsidiaries in evaluating the potential impact of accounting and reporting standard setting initiatives. You’ll develop strong relationships with our engagement teams and established audit clients and enhance our ability to meet greater investor expectations with the challenges of an increasingly complex business environment.Our team provides advice and counsel on accounting, financial reporting, and strategic business issues using US GAAP and International Financial Reporting Standards frameworks. You’ll work on both local and global engagements and keep PwC teams informed about accounting and financial reporting developments that might affect engagements through issuing communications and through curated trainings. You’ll also assist with developing and communicating PwC’s point of view to internal and external parties as needed.ResponsibilitiesAs an Associate, you’ll work as part of a team of problem solvers with extensive consulting and industry experience, helping our clients solve their complex business issues from strategy to execution. Specific responsibilities include but are not limited to:Proactively assist the team in various aspects of the projectPrepare deliverablesContribute to the development of your own and team’s technical acumenKeep up to date with local and national business and economic issuesEnsure you are adhering to compliance mattersWork on developing internal relationships and your PwC brand Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsUp to 20%Available for Work Visa Sponsorship?NoGovernment Clearance Required?NoJob Posting End Date",PwC,"Tunis, Tunis, Tunisia",Associate,Full-time,Other,IT Services and IT Consulting
1 week ago,CBAM Lead,"Job Summary:This role involves leading the integration of the EU Carbon Border Adjustment Mechanism (CBAM) and the EU Deforestation Regulation (EUDR) into a European company’s supply chain. The responsibilities include designing the compliance solution, managing the project, and increasing efficiency within the global supply chain processes.Essential Duties and Responsibilities:Regulatory Compliance and Implementation: Implement EU CBAM and EUDR regulations. Design and manage project plans. Monitor and report progress.Stakeholder Coordination and Communication: Coordinate with teams to communicate requirements. Build relationships with suppliers and partners. Conduct training sessions and workshops.Process Improvement and Efficiency: Support the design of the compliance tool. Monitor project costs and trends. Track and communicate changes to KPIs.Risk Management and Problem Solving: Identify and mitigate risks. Address supply chain issues promptly. Collaborate to establish procurement strategies.Documentation and Reporting: Develop and maintain documentation systems. Provide regular updates to senior management.Job Qualifications:Education and Experience: Master’s degree in a related field and minimum of 5 years of experience in project management, supply chain management, sustainability, or regulatory compliance.Knowledge and Skills: Knowledge of EU CBAM and EUDR regulations, proficiency in project management tools and methodologies, strong problem-solving, analytical, negotiation, and people skills.Preferred Qualifications: Professional certification in project management (e.g., PMP) or supply chain management (e.g., CSCP), experience working in a multinational team, familiarity with sustainability reporting frameworks (e.g., GRI, CDP).Knowledge Requirements:Ability to define software requirements and create procedural manuals.Ability to effectively present information or training material.Strong problem-solving, analytic, negotiation, project management and people skills.Ability to define problems, collect data, establish facts, summarize information and draw valid conclusions.Ability to calculate figures and amounts such as discounts, interest, commissions, proportions, percentages, area, circumference, and volume.Ability to solve practical problems with limited information.Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form.Ability to work effectively under pressure with constantly changing priorities and deadlines.",Carbon Jar,"Sousse, Tunisia",Full-time,,,
